Source	Target	NumTransFromSrc	NumTransToTgt	NumOfTransSrcToTgt
dan	hye	21239	2139	3
eng	nfr	1225237	10	4
deu	ven	201718	5	1
deu	tgk	201718	1062	23
heb	gur	9889	15	2
che	inh	80	54	1
ori	urd	244	1005	7
egy	rus	235	82772	3
yid	hun	1590	54989	17
heb	hun	9889	54989	152
isl	spa	1518	228910	52
fro	mon	902	2423	1
por	mwl	11390	1	1
fra	beh	216624	14	13
jpn	kir	26921	1528	1
eng	swa	1225237	323	12
deu	mon	201718	2423	39
ori	tel	244	668	2
grc	pjt	17342	10	3
grc	gng	17342	17	2
kaz	sqi	948	6757	1
kas	hin	24	3506	8
tab	rus	14	82772	13
uig	mon	81	2423	2
spa	vie	52955	786	1
yid	sin	1590	671	1
fra	uig	216624	1488	15
ben	aze	2223	1658	1
ben	isl	2223	6514	1
gle	por	269	74721	1
grc	naw	17342	1	1
fin	msa	8296	5416	1
aze	spa	774	228910	3
ita	ltz	66453	36	1
lit	rus	1985	82772	598
beq	fra	5	238463	4
khm	eng	51	146294	12
dan	lad	21239	15	1
dar	deu	83	292124	3
slk	epo	4205	542	4
tam	new	496	25	1
gcf	spa	84	228910	1
lit	tuk	1985	741	5
tur	ara	2658	12488	97
sat	eng	3	146294	2
rus	kaz	101395	2454	1523
hin	tuk	1469	741	4
deu	mal	201718	1202	45
est	ron	5739	18464	2
lav	eng	1288	146294	107
tuk	pus	434	285	1
xal	kaz	153	2454	1
dan	ell	21239	27422	74
ukr	tyv	2877	164	2
tcy	eng	2	146294	1
tel	hin	277	3506	26
swa	ara	65	12488	1
fas	jpn	2837	130893	39
kbd	ara	119	12488	3
kor	por	4621	74721	6
grc	pro	17342	16	1
deu	kir	201718	1528	23
bla	spa	2	228910	1
san	tam	4282	1763	146
heb	mlp	9889	1	1
nld	hun	18978	54989	323
swe	zho	39192	62650	181
heb	uig	9889	1488	1
est	sah	5739	201	2
dan	fri	21239	118	4
eng	ron	1225237	18464	8130
heb	nld	9889	111371	324
ses	eng	1	146294	1
ita	asm	66453	526	2
heb	rup	9889	9	1
rus	nde	101395	14	5
ces	sin	17202	671	1
lit	mon	1985	2423	3
bod	aze	1508	1658	1
frs	deu	3	292124	3
rus	fin	101395	46271	1208
sqi	isl	1424	6514	1
tzm	deu	49	292124	1
fra	mlt	216624	86	7
grc	vep	17342	5	2
kir	mlg	708	204	1
deu	fri	201718	118	27
tel	hbs	277	45036	2
bul	deu	3667	292124	371
deu	lez	201718	64	1
heb	frs	9889	4	1
zho	nbf	13337	19	19
fra	mmy	216624	2	1
rom	ces	79	64442	9
syr	lit	252	15447	1
eng	lbe	1225237	65	1
jpn	mar	26921	878	1
lav	kir	1288	1528	2
krc	lav	141	8145	1
eve	ces	10	64442	1
lit	fas	1985	11329	5
tzm	nld	49	111371	2
nhv	fra	2	238463	1
hun	mal	11256	1202	1
ben	nep	2223	140	2
ita	swe	66453	71688	638
ttt	rus	4	82772	4
iku	fao	108	415	1
fas	slk	2837	19641	3
fra	mov	216624	1	1
eng	tur	1225237	11874	5405
mon	spa	244	228910	4
gsc	fra	11	238463	11
eng	sqi	1225237	6757	2029
ave	eng	17	146294	4
bua	hun	128	54989	3
tuk	kaz	434	2454	12
hid	spa	1	228910	1
mar	asm	405	526	4
dan	wbm	21239	28	1
kom	lao	121	232	1
deu	nog	201718	33	1
nld	guj	18978	524	2
frm	bul	267	25742	1
fra	mkw	216624	5	2
jpn	spa	26921	228910	1195
bak	ukr	357	4514	7
heb	pdt	9889	16	2
slk	ron	4205	18464	37
aze	bul	774	25742	1
piz	fra	2	238463	2
bel	tat	1409	819	2
kik	fin	18	46271	1
lit	yid	1985	89	1
tam	kan	496	700	13
wlm	eng	5	146294	2
krc	oss	141	153	1
lit	ell	1985	27422	1
ita	slk	66453	19641	594
sqi	ita	1424	59830	72
non	dan	299	64799	19
eng	oku	1225237	5	3
grc	wbp	17342	9	5
pro	oci	159	204	2
tha	spa	215	228910	8
sqi	fra	1424	238463	340
cym	cor	621	8	1
fra	afr	216624	776	8
jav	nld	18	111371	4
hin	sin	1469	671	3
twf	spa	2	228910	1
abq	rus	10	82772	8
tat	hbs	462	45036	1
hil	eng	2	146294	2
amh	heb	58	10961	1
eng	nga	1225237	17	2
eng	sil	1225237	8	2
pan	ben	327	1878	5
fra	kon	216624	5	4
guj	fra	264	238463	3
eng	gsw	1225237	116	36
bel	fas	1409	11329	2
eng	cme	1225237	24	1
wgg	eng	1	146294	1
yaq	eng	2	146294	2
ita	urd	66453	1005	5
dan	bel	21239	1874	1
fra	nzy	216624	1	1
rus	aze	101395	1658	1168
fra	kyf	216624	3	2
bel	bul	1409	25742	47
fra	kal	216624	327	5
hye	zho	1100	62650	1
ron	ell	5475	27422	30
fao	fin	104	46271	2
glg	hun	1346	54989	2
bel	hin	1409	3506	1
iku	ces	108	64442	2
sah	pol	153	76720	2
heb	gba	9889	14	2
pus	spa	60	228910	2
grc	eng	17342	146294	2154
mdf	kaz	101	2454	1
kri	spa	1	228910	1
hbs	rom	12743	82	31
grc	ara	17342	12488	80
pus	nld	60	111371	1
lez	rus	34	82772	32
ita	lat	66453	362	12
heb	lat	9889	362	25
ben	ukr	2223	4514	1
bak	kat	357	2176	1
tat	uzb	462	2757	9
bal	eng	5	146294	2
dgr	eng	2	146294	2
hin	kor	1469	22338	2
nld	cat	18978	18004	101
fro	ron	902	18464	4
kor	ell	4621	27422	1
eng	vas	1225237	1	1
ita	jpn	66453	130893	1517
swe	kat	39192	2176	14
ben	urd	2223	1005	13
kir	khm	708	231	1
arp	eng	3	146294	2
mon	zho	244	62650	12
frm	fas	267	11329	2
fra	uzb	216624	2757	19
kxv	deu	1	292124	1
deu	kab	201718	9	1
eng	bss	1225237	5	3
hye	kas	1100	10	1
eng	nde	1225237	14	8
nde	eng	3	146294	2
kor	jpn	4621	130893	1243
nld	glg	18978	2371	24
hin	tam	1469	1763	49
ces	lav	17202	8145	56
mal	fin	306	46271	3
grc	lav	17342	8145	23
eng	gul	1225237	1	1
eng	som	1225237	102	26
ukr	lit	2877	15447	25
cop	fin	177	46271	2
bel	chv	1409	174	5
zho	spa	13337	228910	489
tgk	est	476	20605	6
ukr	hun	2877	54989	98
spa	hat	52955	7	1
tur	hbs	2658	45036	69
heb	xon	9889	8	3
deu	rus	201718	82772	6256
mon	ces	244	64442	5
ara	kaz	11884	2454	46
zun	spa	3	228910	1
tel	deu	277	292124	22
afr	bul	357	25742	3
kor	lit	4621	15447	5
san	cat	4282	18004	11
kir	ara	708	12488	4
zho	rus	13337	82772	291
tha	eng	215	146294	41
rus	isl	101395	6514	61
ron	eng	5475	146294	1565
acr	eng	4	146294	3
ces	msa	17202	5416	1
gla	cym	78	2312	2
ara	tzm	11884	11	5
eng	moz	1225237	17	6
kbd	rus	119	82772	102
bua	kaz	128	2454	2
deu	che	201718	57	2
ara	san	11884	58	1
fas	cat	2837	18004	5
ita	ces	66453	64442	1155
bel	dan	1409	64799	1
grn	glg	9	2371	1
deu	sma	201718	30	1
osp	rus	29	82772	2
kat	tuk	1224	741	4
pol	chv	14104	174	2
grc	kyq	17342	6	2
grc	mon	17342	2423	7
mnc	rus	9	82772	1
grc	daf	17342	5	3
chy	deu	10	292124	6
bul	jpn	3667	130893	28
ukr	nor	2877	45923	1
bul	nor	3667	45923	4
dng	kir	10	1528	1
ukr	lao	2877	232	3
sah	kir	153	1528	1
grc	akp	17342	1	1
tuk	slk	434	19641	1
san	sin	4282	671	17
frm	fro	267	20	2
grc	vot	17342	5	1
chu	swe	80	71688	5
spa	ben	52955	1878	16
san	ara	4282	12488	33
ron	ukr	5475	4514	39
bul	slv	3667	18719	8
pol	mol	14104	3720	24
ita	mol	66453	3720	50
deu	est	201718	20605	1953
fas	kir	2837	1528	4
zdj	fra	3	238463	3
sac	eng	2	146294	1
dan	isl	21239	6514	652
mai	urd	13	1005	1
grc	xon	17342	8	4
xal	deu	153	292124	2
bak	pol	357	76720	1
kca	deu	21	292124	1
rus	glg	101395	2371	17
ava	rus	186	82772	135
khm	rus	51	82772	2
fro	cat	902	18004	12
kur	isl	137	6514	1
ett	eng	2	146294	2
ara	fas	11884	11329	694
kir	lit	708	15447	7
smo	ton	74	85	17
tur	zho	2658	62650	14
alq	eng	2	146294	1
cop	por	177	74721	1
est	slk	5739	19641	35
ave	tgk	17	1062	1
spa	jpn	52955	130893	1019
tat	hun	462	54989	6
bvr	eng	3	146294	3
fin	swe	8296	71688	2726
uzb	slk	872	19641	7
eng	ltz	1225237	36	12
che	rus	80	82772	62
ara	syr	11884	11	1
rus	tir	101395	74	7
pus	tgk	60	1062	1
gld	slk	39	19641	1
dar	ori	83	752	1
nor	eus	14530	3923	8
eng	mai	1225237	7	1
deu	ceb	201718	11	1
fra	tat	216624	819	6
eng	hil	1225237	1	1
jam	eng	3	146294	1
ita	fao	66453	415	1
mni	hin	11	3506	5
kor	ron	4621	18464	6
nor	som	14530	102	5
slk	nor	4205	45923	6
fra	xsm	216624	37	20
aze	pol	774	76720	9
sms	nor	4	45923	2
som	fin	26	46271	3
gcf	fra	84	238463	67
grc	xrb	17342	12	4
ara	slv	11884	18719	22
deu	tel	201718	668	20
fra	pcd	216624	10	9
cym	dan	621	64799	1
grc	mlg	17342	204	1
heb	yid	9889	89	40
lit	por	1985	74721	4
lad	spa	32	228910	2
deu	aze	201718	1658	30
vec	spa	5	228910	1
ita	hun	66453	54989	1553
egy	slv	235	18719	1
ben	nor	2223	45923	4
pli	ron	400	18464	1
deu	lav	201718	8145	1012
ukr	hye	2877	2139	25
arc	heb	347	10961	4
alt	jpn	56	130893	1
ava	ben	186	1878	1
rar	niu	34	67	8
iku	nld	108	111371	2
eng	mlg	1225237	204	42
zho	atb	13337	3	3
eng	lmp	1225237	8	5
fas	tam	2837	1763	4
chu	lat	80	362	1
tgk	hbs	476	45036	1
kat	mol	1224	3720	10
tur	kaa	2658	568	1
hye	nor	1100	45923	2
hun	hye	11256	2139	13
spa	fil	52955	150	13
kaz	fra	948	238463	2
ewo	fra	1	238463	1
fra	any	216624	7	2
frm	hun	267	54989	4
est	swe	5739	71688	135
msa	fra	485	238463	26
fro	rus	902	82772	15
grc	hin	17342	3506	7
bod	mol	1508	3720	1
nor	glg	14530	2371	4
myv	fra	70	238463	1
aze	kaz	774	2454	9
grc	tik	17342	19	9
tat	ukr	462	4514	14
heb	nhu	9889	11	1
grc	ibg	17342	2	1
grc	cgc	17342	4	1
kur	hbs	137	45036	1
kan	dan	314	64799	1
deu	grc	201718	22	3
fra	gba	216624	14	5
che	kir	80	1528	1
mdf	myv	101	32	1
eng	bis	1225237	2	1
urd	ron	950	18464	1
bod	tur	1508	11874	1
eng	ibl	1225237	1	1
orv	ita	173	59830	4
rus	ces	101395	64442	2978
afr	spa	357	228910	3
ton	rar	29	78	7
ell	ast	4862	193	1
lav	mol	1288	3720	11
lit	pan	1985	384	1
pli	fra	400	238463	34
bel	fra	1409	238463	30
spa	epo	52955	542	8
kik	dan	18	64799	1
fri	eng	119	146294	6
lat	bel	19240	1874	13
fin	isl	8296	6514	45
grc	kkj	17342	27	12
rar	eng	34	146294	1
tgk	ces	476	64442	4
pol	ell	14104	27422	36
nld	tur	18978	11874	49
mkd	bel	1592	1874	1
swe	mal	39192	1202	2
kir	krc	708	103	1
eng	pkp	1225237	1	1
bdm	fra	13	238463	13
fra	dgi	216624	6	5
bzj	fra	2	238463	1
fin	est	8296	20605	952
mga	fra	12	238463	2
pol	nor	14104	45923	84
spa	mlt	52955	86	3
kal	fin	86	46271	1
nor	kal	14530	327	3
eng	aka	1225237	2	1
vie	swe	668	71688	18
dan	deu	21239	292124	2909
ara	mol	11884	3720	10
swe	kir	39192	1528	2
gla	eng	78	146294	38
gez	amh	22	317	2
pus	fas	60	11329	1
zho	nor	13337	45923	56
dan	swe	21239	71688	3462
nld	gle	18978	167	1
grc	yam	17342	11	5
bul	uzb	3667	2757	8
oci	auv	452	1	1
guw	fra	1	238463	1
hun	bel	11256	1874	7
hbs	sqi	12743	6757	739
krc	mol	141	3720	1
ang	heb	147	10961	1
rus	eve	101395	15	12
nor	zho	14530	62650	78
oci	cat	452	18004	2
rop	wbp	7	9	1
tat	lit	462	15447	1
fra	dbq	216624	19	10
muw	hin	1	3506	1
bel	spa	1409	228910	24
lat	fro	19240	20	12
tan	eng	2	146294	2
arc	yid	347	89	5
nep	jpn	47	130893	7
mol	lit	2864	15447	10
hbs	lbe	12743	65	1
nor	kir	14530	1528	1
grc	dow	17342	2	2
eng	spa	1225237	228910	128205
liv	eng	3	146294	1
grc	pau	17342	4	2
ita	hye	66453	2139	17
sux	dan	133	64799	2
ckt	pol	33	76720	1
orv	mkd	173	3901	2
por	jpn	11390	130893	216
deu	glg	201718	2371	170
lit	spa	1985	228910	9
rus	fao	101395	415	3
grc	biv	17342	4	4
fra	bod	216624	344	2
ita	kor	66453	22338	223
glg	fra	1346	238463	43
heb	iku	9889	304	2
ang	dan	147	64799	5
ita	sme	66453	173	2
slv	hun	2463	54989	89
grc	ken	17342	11	6
urd	tel	950	668	27
grc	hbs	17342	45036	497
mkd	pol	1592	76720	17
niv	uzb	11	2757	1
heb	bcq	9889	3	2
ben	mon	2223	2423	10
mol	aze	2864	1658	5
kan	mar	314	878	29
hye	swe	1100	71688	3
tyv	lav	56	8145	1
zho	fin	13337	46271	56
eng	msa	1225237	5416	3672
slk	lav	4205	8145	7
oss	est	195	20605	3
chu	rus	80	82772	6
fra	gsw	216624	116	14
fra	lub	216624	2	1
dyu	fra	4	238463	4
nor	ces	14530	64442	110
ara	fro	11884	20	1
fra	nga	216624	17	2
zap	eng	3	146294	1
gez	ita	22	59830	2
eng	kma	1225237	4	4
eng	dji	1225237	1	1
kir	fas	708	11329	5
uzb	bel	872	1874	9
tcs	eng	2	146294	1
swa	jpn	65	130893	4
awa	hin	2	3506	1
bas	fra	2	238463	2
grc	gna	17342	8	3
glg	por	1346	74721	47
gbb	eng	1	146294	1
fra	gde	216624	14	8
frm	jpn	267	130893	2
deu	pan	201718	384	16
bre	cym	212	2312	6
rus	sah	101395	201	173
ota	eng	16	146294	7
fro	ukr	902	4514	1
ces	sco	17202	32	1
fra	ntm	216624	9	2
kum	eng	44	146294	1
heb	fri	9889	118	1
hch	spa	1	228910	1
slv	nor	2463	45923	2
deu	ukr	201718	4514	222
ces	ben	17202	1878	3
tur	fas	2658	11329	41
squ	fra	2	238463	2
heb	mri	9889	319	1
lat	cym	19240	2312	4
spa	kaz	52955	2454	15
rus	kbd	101395	86	75
que	cat	37	18004	1
glg	ita	1346	59830	8
kaz	kat	948	2176	3
kor	ori	4621	752	1
eng	tyv	1225237	164	2
egy	sqi	235	6757	1
ron	pro	5475	16	3
swe	ell	39192	27422	94
pol	mal	14104	1202	3
grc	sil	17342	8	4
grc	nga	17342	17	9
nep	rus	47	82772	1
che	fra	80	238463	3
twf	eng	2	146294	1
rus	nog	101395	33	31
grc	pis	17342	1	1
cop	dan	177	64799	3
gwa	fra	1	238463	1
lat	zho	19240	62650	75
roh	ita	90	59830	7
hbs	slk	12743	19641	503
ita	uig	66453	1488	1
jpn	lit	26921	15447	71
eme	fra	1	238463	1
lin	fra	13	238463	13
osx	fra	6	238463	1
eng	roh	1225237	284	11
vie	amh	668	317	2
arc	ita	347	59830	6
fra	snk	216624	1	1
yid	jpn	1590	130893	11
asm	tam	95	1763	1
grc	vut	17342	3	1
fas	xho	2837	23	1
nld	hbs	18978	45036	192
rar	ton	34	85	9
lit	mol	1985	3720	15
tur	glg	2658	2371	1
fra	aze	216624	1658	30
fra	ekm	216624	2	2
hun	fas	11256	11329	6
eng	wwa	1225237	22	2
flm	mya	1	274	1
afr	mol	357	3720	1
rar	tkl	34	102	7
iku	mol	108	3720	1
deu	nep	201718	140	10
grc	udu	17342	2	1
fra	wib	216624	15	7
slv	ara	2463	12488	2
dan	hun	21239	54989	162
chu	mkd	80	3901	2
ita	ron	66453	18464	663
dan	mkd	21239	3901	17
abk	tuk	171	741	1
rus	fri	101395	118	1
ron	hun	5475	54989	653
vie	urd	668	1005	1
ces	chu	17202	7	1
heb	kfz	9889	12	3
pal	pol	18	76720	1
bul	slk	3667	19641	109
fin	slk	8296	19641	32
uzb	hin	872	3506	9
krc	aze	141	1658	1
vie	nor	668	45923	6
dhv	fra	1	238463	1
ita	swg	66453	21	1
kir	ell	708	27422	1
fra	ast	216624	193	29
sme	smn	103	15	3
swe	eng	39192	146294	4502
uzb	ron	872	18464	1
que	dan	37	64799	2
mni	mar	11	878	2
mal	tel	306	668	5
grc	kup	17342	1	1
kir	kaa	708	568	7
rus	hye	101395	2139	1559
grc	kaa	17342	568	1
ara	bre	11884	406	2
bak	rus	357	82772	287
isl	ell	1518	27422	6
guj	eng	264	146294	70
est	por	5739	74721	6
nep	nld	47	111371	1
plw	fra	3	238463	1
hbs	kor	12743	22338	5
dan	nor	21239	45923	2247
fra	hat	216624	7	3
fra	gla	216624	227	2
gle	slv	269	18719	1
cym	heb	621	10961	1
ara	swa	11884	323	3
pol	hbs	14104	45036	413
ell	eng	4862	146294	1669
tah	eng	10	146294	1
ynn	eng	2	146294	2
eng	sxn	1225237	1	1
jpn	bre	26921	406	2
tur	jpn	2658	130893	23
slv	uzb	2463	2757	4
frm	ita	267	59830	11
rus	hbs	101395	45036	2498
tkl	smo	69	141	23
fra	hin	216624	3506	34
eng	ibo	1225237	4	3
ita	tur	66453	11874	208
heb	udu	9889	2	1
ara	tgk	11884	1062	11
grc	bbb	17342	1	1
hye	kir	1100	1528	7
ara	uig	11884	1488	18
fin	hbs	8296	45036	43
slk	bul	4205	25742	71
gld	tam	39	1763	1
eng	mol	1225237	3720	528
fas	lit	2837	15447	11
ita	eng	66453	146294	5612
lit	cat	1985	18004	1
ukr	guj	2877	524	4
crg	eng	1	146294	1
chv	kaz	203	2454	2
eng	ncu	1225237	6	3
mon	kat	244	2176	1
grc	bim	17342	9	5
eng	ifk	1225237	4	4
mol	ukr	2864	4514	37
isl	eus	1518	3923	1
enm	ita	231	59830	5
san	ukr	4282	4514	10
lat	kaz	19240	2454	1
grc	dyu	17342	6	1
heb	chr	9889	3	1
dan	tat	21239	819	1
ita	cim	66453	2	2
hye	tur	1100	11874	7
fra	tzm	216624	11	5
fra	ajg	216624	7	7
urd	kan	950	700	29
san	kat	4282	2176	5
fra	kan	216624	700	6
vec	ita	5	59830	1
swa	fin	65	46271	1
sux	mkd	133	3901	2
urd	sqi	950	6757	7
isl	bul	1518	25742	5
chp	eng	25	146294	18
tat	kir	462	1528	3
tuk	hun	434	54989	3
abk	ukr	171	4514	6
ben	kir	2223	1528	1
amh	lat	58	362	1
fra	mmu	216624	2	2
eng	bkd	1225237	4	1
pli	ces	400	64442	13
tam	ukr	496	4514	3
ukr	vie	2877	786	2
por	slk	11390	19641	41
ita	lav	66453	8145	131
sms	deu	4	292124	1
ara	tat	11884	819	5
ces	tat	17202	819	1
grc	omw	17342	1	1
vie	nld	668	111371	17
ukr	mar	2877	878	2
slk	kat	4205	2176	14
fra	ori	216624	752	16
ben	swe	2223	71688	8
dep	eng	1	146294	1
san	heb	4282	10961	1
ori	asm	244	526	14
zho	glg	13337	2371	1
lav	tuk	1288	741	5
urd	spa	950	228910	3
lit	nor	1985	45923	6
ara	yid	11884	89	1
hun	spa	11256	228910	297
zho	udm	13337	37	1
tat	pus	462	285	1
fin	aze	8296	1658	1
ukr	nld	2877	111371	1
fra	kbp	216624	10	6
mya	hin	60	3506	2
grc	nfr	17342	10	5
rus	ykg	101395	1	1
iku	nor	108	45923	1
ita	ell	66453	27422	1309
pol	nld	14104	111371	221
grc	lat	17342	362	75
eng	guj	1225237	524	135
pol	uzb	14104	2757	9
krc	rus	141	82772	118
rus	tat	101395	819	731
bel	kat	1409	2176	5
rus	ita	101395	59830	1476
rus	kaa	101395	568	432
udm	est	123	20605	22
dan	bis	21239	2	1
deu	nld	201718	111371	15059
heb	epo	9889	542	34
sum	spa	2	228910	1
fas	oss	2837	153	1
bam	fra	29	238463	25
cym	eng	621	146294	488
rus	oss	101395	153	108
ast	eng	73	146294	2
swe	sqi	39192	6757	38
heb	hns	9889	2	1
nog	tgk	28	1062	1
cat	heb	8328	10961	7
rus	pan	101395	384	153
sme	fin	103	46271	13
dan	nld	21239	111371	521
bum	fra	2	238463	2
deu	cym	201718	2312	9
ita	lit	66453	15447	449
roh	fra	90	238463	21
chg	urd	19	1005	1
eng	epo	1225237	542	65
heb	tat	9889	819	1
grc	myv	17342	32	1
hye	ell	1100	27422	2
eng	djj	1225237	9	9
prg	ces	2	64442	1
kat	fra	1224	238463	39
pus	mol	60	3720	2
chv	hun	203	54989	3
grc	ukr	17342	4514	26
grc	krl	17342	7	2
ita	mkd	66453	3901	153
fra	knp	216624	9	4
spa	eng	52955	146294	9244
rus	kor	101395	22338	397
pol	fin	14104	46271	82
heb	kqy	9889	6	1
heb	hbs	9889	45036	120
lav	uzb	1288	2757	8
spa	tha	52955	1227	1
slk	slv	4205	18719	30
eus	arg	1021	64	10
ari	spa	4	228910	1
crh	ukr	28	4514	2
hbs	ces	12743	64442	175
jpn	mai	26921	7	1
fra	wwa	216624	22	9
por	hye	11390	2139	1
gla	fra	78	238463	7
peo	spa	11	228910	3
ewe	cat	7	18004	1
slk	ara	4205	12488	6
lbe	fra	41	238463	1
hin	guj	1469	524	42
jpn	vie	26921	786	12
jpn	hbs	26921	45036	129
fra	atj	216624	3	3
hun	lav	11256	8145	32
jpn	fin	26921	46271	273
pol	mon	14104	2423	6
rom	hun	79	54989	1
amx	eng	1	146294	1
pli	ori	400	752	1
dan	sqi	21239	6757	39
bel	est	1409	20605	19
non	spa	299	228910	11
slv	lav	2463	8145	2
ntr	eng	1	146294	1
isl	slv	1518	18719	4
rus	gle	101395	167	11
eng	oss	1225237	153	7
vie	mal	668	1202	2
grc	pir	17342	1	1
eng	kxc	1225237	7	3
kat	ron	1224	18464	9
dar	urd	83	1005	2
spa	eus	52955	3923	1377
cat	arg	8328	64	13
mai	eng	13	146294	3
hbs	nor	12743	45923	51
eng	axk	1225237	7	1
aze	kir	774	1528	4
vie	kir	668	1528	4
tam	dan	496	64799	4
yid	bre	1590	406	1
lit	swa	1985	323	2
fas	ukr	2837	4514	4
heb	rus	9889	82772	217
tur	ron	2658	18464	33
dan	ron	21239	18464	90
nna	eng	1	146294	1
eng	hin	1225237	3506	922
pol	tuk	14104	741	1
mdf	est	101	20605	4
yid	hbs	1590	45036	19
nuy	eng	1	146294	1
tur	abk	2658	115	1
hun	grc	11256	22	1
kur	nor	137	45923	3
glv	eng	1	146294	1
zho	tdd	13337	2	2
grc	mcp	17342	12	3
iai	fra	1	238463	1
grc	nbw	17342	1	1
eng	suc	1225237	5	5
kyh	fra	1	238463	1
zho	tyv	13337	164	1
nld	bul	18978	25742	53
syr	nld	252	111371	8
bak	tam	357	1763	1
grc	acd	17342	6	4
egy	jpn	235	130893	2
lbe	tab	41	61	1
spa	agr	52955	1	1
ara	pan	11884	384	3
fin	heb	8296	10961	16
oci	eng	452	146294	9
zho	bre	13337	406	3
ben	new	2223	25	1
nor	tha	14530	1227	4
eng	bno	1225237	1	1
pus	bel	60	1874	2
deu	lat	201718	362	38
fra	mos	216624	3	2
hun	ell	11256	27422	23
fas	heb	2837	10961	3
zho	hye	13337	2139	2
ude	rus	1	82772	1
ara	hun	11884	54989	58
grc	kab	17342	9	5
fri	deu	119	292124	6
spa	aym	52955	6	4
grc	frs	17342	4	1
niv	jpn	11	130893	1
ron	rup	5475	9	2
slv	fin	2463	46271	7
aji	fra	1	238463	1
haw	eng	18	146294	17
ell	mol	4862	3720	6
lit	ukr	1985	4514	39
spa	fin	52955	46271	465
ara	cat	11884	18004	82
fra	hau	216624	53	5
sco	fin	29	46271	1
cym	ces	621	64442	3
rus	por	101395	74721	1331
lil	eng	1	146294	1
kir	nld	708	111371	2
chg	zho	19	62650	1
cop	ron	177	18464	4
fin	ukr	8296	4514	7
kir	aze	708	1658	7
aze	kat	774	2176	17
grc	bav	17342	6	4
glg	kor	1346	22338	1
chm	rus	116	82772	97
kjb	eng	3	146294	1
kaa	uzb	129	2757	21
gsw	ita	27	59830	4
krc	kir	141	1528	3
eng	atd	1225237	4	2
fas	eng	2837	146294	631
ita	deu	66453	292124	9472
pan	fra	327	238463	7
eng	yua	1225237	2	1
tha	ron	215	18464	1
yid	ron	1590	18464	7
lav	mon	1288	2423	1
mar	ori	405	752	5
lit	isl	1985	6514	1
ell	ces	4862	64442	37
swe	cym	39192	2312	7
ota	pol	16	76720	1
fin	sqi	8296	6757	11
egy	pol	235	76720	1
grc	yml	17342	1	1
cni	deu	1	292124	1
ell	deu	4862	292124	661
gld	mal	39	1202	2
krl	fin	23	46271	1
slk	ell	4205	27422	1
aze	mol	774	3720	10
sqi	est	1424	20605	1
lat	mlg	19240	204	3
deu	ell	201718	27422	2022
mhq	spa	2	228910	1
fra	sor	216624	14	9
nor	kan	14530	700	1
vls	pol	9	76720	1
grc	bji	17342	1	1
fra	ewe	216624	4	4
nld	aka	18978	2	1
vie	ita	668	59830	2
ava	pan	186	384	1
aze	ita	774	59830	1
tur	tgk	2658	1062	2
kaz	tyv	948	164	1
ara	mon	11884	2423	3
ilo	fil	3	150	3
kan	mal	314	1202	27
spa	que	52955	25	14
por	lit	11390	15447	39
hin	ukr	1469	4514	7
wbp	rop	16	7	1
pol	kir	14104	1528	4
lit	ron	1985	18464	8
kat	sah	1224	201	1
kir	pus	708	285	1
mgv	eng	1	146294	1
grc	dgz	17342	1	1
sqi	dan	1424	64799	27
eng	nav	1225237	13	13
cat	bul	8328	25742	10
hun	ben	11256	1878	2
heb	krl	9889	7	1
ben	por	2223	74721	9
kaa	est	129	20605	1
slk	ben	4205	1878	1
ben	slv	2223	18719	6
grn	spa	9	228910	3
eng	dan	1225237	64799	40370
crh	aze	28	1658	1
tur	heb	2658	10961	6
rar	smo	34	141	9
guj	urd	264	1005	3
ita	est	66453	20605	320
kur	lit	137	15447	1
sme	nor	103	45923	42
tha	zho	215	62650	8
est	tyv	5739	164	3
apm	eng	1	146294	1
kas	eng	24	146294	6
tat	hin	462	3506	2
sux	ell	133	27422	1
mol	hun	2864	54989	4
zho	kat	13337	2176	8
uzb	uig	872	1488	6
lat	frm	19240	16	8
isl	fao	1518	415	15
swe	hin	39192	3506	2
lav	slv	1288	18719	2
zun	eng	3	146294	2
mkd	rup	1592	9	2
sef	fra	1	238463	1
fra	gen	216624	3	3
fas	kaa	2837	568	2
kat	kir	1224	1528	9
fra	kur	216624	201	6
lav	nld	1288	111371	2
heb	daf	9889	5	1
deu	gle	201718	167	7
fra	nor	216624	45923	1864
ulc	rus	2	82772	2
goh	rus	20	82772	1
fra	fij	216624	8	1
swe	mar	39192	878	2
bul	tgk	3667	1062	9
eng	oci	1225237	204	12
eng	jpn	1225237	130893	100739
eng	slv	1225237	18719	9658
hns	nld	22	111371	22
grc	sme	17342	173	3
grc	bod	17342	344	1
sux	rom	133	82	1
ben	mol	2223	3720	1
ukr	slk	2877	19641	85
ava	tgk	186	1062	3
tha	vie	215	786	1
snd	ben	47	1878	1
urd	bul	950	25742	2
por	ces	11390	64442	95
ita	mya	66453	274	1
chg	deu	19	292124	1
abk	kat	171	2176	38
urd	hin	950	3506	108
isl	deu	1518	292124	315
mlg	fra	32	238463	23
non	eng	299	146294	41
por	urb	11390	2	2
jpn	tam	26921	1763	2
ara	fra	11884	238463	2085
grc	kmw	17342	7	6
kat	nor	1224	45923	2
est	tgk	5739	1062	8
uzb	ben	872	1878	2
dan	ukr	21239	4514	15
nld	fra	18978	238463	3304
nor	heb	14530	10961	19
djj	eng	18	146294	18
lat	enm	19240	28	11
heb	mal	9889	1202	1
